id,name,frequency,field,subfield,domain,degree,degree_centrality,betweenness_centrality,closeness_centrality
https://openalex.org/T10663,Advanced Battery Technologies Research,6,Engineering,Automotive Engineering,Physical Sciences,2,0.029411764705882353,0.005706760316066725,0.08006535947712418
https://openalex.org/T10454,Optimal Power Flow Distribution,3,Engineering,Electrical and Electronic Engineering,Physical Sciences,1,0.014705882352941176,0.0,0.06550802139037433
https://openalex.org/T10050,Multi-Criteria Decision Making,9,Decision Sciences,Management Science and Operations Research,Social Sciences,2,0.029411764705882353,0.0,0.029411764705882353
https://openalex.org/T11182,Auction Theory and Applications,3,Decision Sciences,Management Science and Operations Research,Social Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T10410,COVID-19 epidemiological studies,4,Mathematics,Modeling and Simulation,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T11707,Gaze Tracking and Assistive Technology,3,Computer Science,Human-Computer Interaction,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T11575,Nonlinear Photonic Systems,3,Physics and Astronomy,Statistical and Nonlinear Physics,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T12205,Time Series Analysis and Forecasting,3,Computer Science,Signal Processing,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T10248,Nonlinear Waves and Solitons,3,Physics and Astronomy,Statistical and Nonlinear Physics,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T12277,Frequency Control in Power Systems,3,Engineering,Electrical and Electronic Engineering,Physical Sciences,1,0.014705882352941176,0.0,0.08235294117647059
https://openalex.org/T11687,Teleoperation and Haptic Systems,3,Engineering,Mechanical Engineering,Physical Sciences,2,0.029411764705882353,0.0,0.029411764705882353
https://openalex.org/T11394,Dynamics and Control of Mechanical Systems,5,Engineering,Control and Systems Engineering,Physical Sciences,2,0.029411764705882353,0.0052677787532923615,0.06903594771241829
https://openalex.org/T10211,Computational Drug Discovery Methods,4,Computer Science,Computational Theory and Mathematics,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T10972,Power Systems Fault Detection,3,Engineering,Control and Systems Engineering,Physical Sciences,2,0.029411764705882353,0.0,0.06862745098039215
https://openalex.org/T10876,Fault Detection and Control Systems,17,Engineering,Control and Systems Engineering,Physical Sciences,6,0.08823529411764705,0.007462686567164179,0.10355392156862743
https://openalex.org/T10745,Heart Rate Variability and Autonomic Control,4,Medicine,Cardiology and Cardiovascular Medicine,Health Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T11948,Machine Learning in Materials Science,3,Materials Science,Materials Chemistry,Physical Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T11692,Noise Effects and Management,3,Health Professions,Speech and Hearing,Health Sciences,1,0.014705882352941176,0.0,0.014705882352941176
https://openalex.org/T12135,Fuzzy Systems and Optimization,3,Mathematics,Statistics and Probability,Physical Sciences,2,0.029411764705882353,0.0,0.029411764705882353
https://openalex.org/T10791,Advanced Control Systems Optimization,12,Engineering,Control and Systems Engineering,Physical Sciences,5,0.07352941176470588,0.0052677787532923615,0.09941176470588235
https://openalex.org/T10361,Silicon Carbide Semiconductor Technologies,7,Engineering,Electrical and Electronic Engineering,Physical Sciences,3,0.044117647058823525,0.0004389815627743634,0.08235294117647059
https://openalex.org/T11099,Autonomous Vehicle Technology and Safety,5,Engineering,Automotive Engineering,Physical Sciences,2,0.029411764705882353,0.0,0.03308823529411765
